"scene_number","scene_heading","motif_id","motif","source_principale","reference_iliade","source_attendue","statut_probable","priorite","raison_entree_audit"
"192","INT. MEETING HALL - NIGHT","querelle_achille_agamemnon","Querelle Achille / Agamemnon","HÃ©ritage GrÃ©co-Romain","","Iliade, Chant I","deplacement ou invention sur fond emprunte selon scene","haute","match: ACHILLES|Achille + AGAMEMNON|Agamemnon"
"192","INT. MEETING HALL - NIGHT","sac_chute_troie","Sac et chute de Troie","HÃ©ritage GrÃ©co-Romain","","Cycle Troyen / Virgile Eneide II / Euripide","reprise post-iliadique, deplacement ou invention contradictoire","haute","match: sac de Troie|chute de Troie|Troie tombe|burns|br[uû]le|incendie|ville|cit[ée]|Pergame"
"193","INT. SHRINE OF ZEUS - NIGHT","noms_secondaires","Noms propres secondaires a verifier","Adaptation CinÃ©ma","","Iliade / mythographes / geographie selon nom","a verifier nom par nom","moyenne","match: Triopas|Boagrius|Tecton|Lysander|Archeptolemus|Velior|Eudorus|Aphaereus|Aphareus|Echepolus|Haemon|Polydora|Glaucus"
"193","INT. SHRINE OF ZEUS - NIGHT","sac_chute_troie","Sac et chute de Troie","Adaptation CinÃ©ma","","Cycle Troyen / Virgile Eneide II / Euripide","reprise post-iliadique, deplacement ou invention contradictoire","haute","match: sac de Troie|chute de Troie|Troie tombe|burns|br[uû]le|incendie|ville|cit[ée]|Pergame"
"194","EXT. PALACE GARDEN - NIGHT","mort_agamemnon","Mort ou destin d Agamemnon","Adaptation CinÃ©ma","","Eschyle Agamemnon / Odyssee / adaptation","invention contradictoire probable","haute","match: AGAMEMNON|Agamemnon + mort|tu[eé]|Clytemnestre|Clytemnestra|Bris[eé]is"
"195","INT. PALACE HALLWAYS - NIGHT","cheval_troie","Cheval de Troie","Adaptation CinÃ©ma","","Cycle Troyen / Virgile Eneide II / Odyssee VIII","reprise post-iliadique ou invention sur fond emprunte","haute","match: cheval|horse|wooden horse|bois|Épéios|Epeios|Sinon|Laocoon"
"196","EXT. PALACE GARDEN - NIGHT","briseis","Briseis","Adaptation CinÃ©ma","","Iliade, Chant I / adaptation filmique a verifier","invention contradictoire probable pour la genealogie filmique","haute","match: BRISEIS|Bris[eé]is"
"196","EXT. PALACE GARDEN - NIGHT","mort_agamemnon","Mort ou destin d Agamemnon","Adaptation CinÃ©ma","","Eschyle Agamemnon / Odyssee / adaptation","invention contradictoire probable","haute","match: AGAMEMNON|Agamemnon + mort|tu[eé]|Clytemnestre|Clytemnestra|Bris[eé]is"
"196","EXT. PALACE GARDEN - NIGHT","querelle_achille_agamemnon","Querelle Achille / Agamemnon","Adaptation CinÃ©ma","","Iliade, Chant I","deplacement ou invention sur fond emprunte selon scene","haute","match: ACHILLES|Achille + AGAMEMNON|Agamemnon"
"196","EXT. PALACE GARDEN - NIGHT","sac_chute_troie","Sac et chute de Troie","Adaptation CinÃ©ma","","Cycle Troyen / Virgile Eneide II / Euripide","reprise post-iliadique, deplacement ou invention contradictoire","haute","match: sac de Troie|chute de Troie|Troie tombe|burns|br[uû]le|incendie|ville|cit[ée]|Pergame"
"197","INT. PALACE - NIGHT","mort_agamemnon","Mort ou destin d Agamemnon","Adaptation CinÃ©ma","","Eschyle Agamemnon / Odyssee / adaptation","invention contradictoire probable","haute","match: AGAMEMNON|Agamemnon + mort|tu[eé]|Clytemnestre|Clytemnestra|Bris[eé]is"
"197","INT. PALACE - NIGHT","querelle_achille_agamemnon","Querelle Achille / Agamemnon","Adaptation CinÃ©ma","","Iliade, Chant I","deplacement ou invention sur fond emprunte selon scene","haute","match: ACHILLES|Achille + AGAMEMNON|Agamemnon"
"198","EXT. PALACE GARDEN - NIGHT","mort_agamemnon","Mort ou destin d Agamemnon","Adaptation CinÃ©ma","","Eschyle Agamemnon / Odyssee / adaptation","invention contradictoire probable","haute","match: AGAMEMNON|Agamemnon + mort|tu[eé]|Clytemnestre|Clytemnestra|Bris[eé]is"
"198","EXT. PALACE GARDEN - NIGHT","querelle_achille_agamemnon","Querelle Achille / Agamemnon","Adaptation CinÃ©ma","","Iliade, Chant I","deplacement ou invention sur fond emprunte selon scene","haute","match: ACHILLES|Achille + AGAMEMNON|Agamemnon"
"199","INT. PALACE - CONTINUOUS","duel_achille_hector","Duel Achille / Hector","Adaptation CinÃ©ma","","Iliade, Chant XXII","reprise ou deplacement selon scene","haute","match: ACHILLES|Achille + HECTOR|Hector"
"200","EXT. PALACE GARDEN - CONTINUOUS","briseis","Briseis","HÃ©ritage GrÃ©co-Romain","","Iliade, Chant I / adaptation filmique a verifier","invention contradictoire probable pour la genealogie filmique","haute","match: BRISEIS|Bris[eé]is"
"200","EXT. PALACE GARDEN - CONTINUOUS","cheval_troie","Cheval de Troie","HÃ©ritage GrÃ©co-Romain","","Cycle Troyen / Virgile Eneide II / Odyssee VIII","reprise post-iliadique ou invention sur fond emprunte","haute","match: cheval|horse|wooden horse|bois|Épéios|Epeios|Sinon|Laocoon"
"200","EXT. PALACE GARDEN - CONTINUOUS","sac_chute_troie","Sac et chute de Troie","HÃ©ritage GrÃ©co-Romain","","Cycle Troyen / Virgile Eneide II / Euripide","reprise post-iliadique, deplacement ou invention contradictoire","haute","match: sac de Troie|chute de Troie|Troie tombe|burns|br[uû]le|incendie|ville|cit[ée]|Pergame"
"201","EXT. MAIN SQUARE OF TROY - DAWN","cheval_troie","Cheval de Troie","HÃ©ritage GrÃ©co-Romain","","Cycle Troyen / Virgile Eneide II / Odyssee VIII","reprise post-iliadique ou invention sur fond emprunte","haute","match: cheval|horse|wooden horse|bois|Épéios|Epeios|Sinon|Laocoon"
"201","EXT. MAIN SQUARE OF TROY - DAWN","mort_agamemnon","Mort ou destin d Agamemnon","HÃ©ritage GrÃ©co-Romain","","Eschyle Agamemnon / Odyssee / adaptation","invention contradictoire probable","haute","match: AGAMEMNON|Agamemnon + mort|tu[eé]|Clytemnestre|Clytemnestra|Bris[eé]is"
"201","EXT. MAIN SQUARE OF TROY - DAWN","querelle_achille_agamemnon","Querelle Achille / Agamemnon","HÃ©ritage GrÃ©co-Romain","","Iliade, Chant I","deplacement ou invention sur fond emprunte selon scene","haute","match: ACHILLES|Achille + AGAMEMNON|Agamemnon"
"202","EXT. SCAMANDER RIVER - DAWN","duel_achille_hector","Duel Achille / Hector","Adaptation CinÃ©ma","","Iliade, Chant XXII","reprise ou deplacement selon scene","haute","match: ACHILLES|Achille + HECTOR|Hector"
"202","EXT. SCAMANDER RIVER - DAWN","femmes_troyennes","Femmes troyennes et captives","Adaptation CinÃ©ma","","Euripide Troyennes / Hecube / Andromaque","reprise post-iliadique ou deplacement","moyenne","match: HECUBA|H[eé]cube|CASSANDRA|Cassandre|ANDROMACHE|Andromaque|captives|femmes troyennes|Troyennes"
"202","EXT. SCAMANDER RIVER - DAWN","hector_andromaque_astyanax","Hector, Andromaque, Astyanax","Adaptation CinÃ©ma","","Iliade, Chant VI / Euripide selon contexte","reprise ou deplacement","haute","match: HECTOR|Hector + ANDROMACHE|Andromaque|ASTYANAX|Astyanax|Scamandrius|Scamandrios"
"202","EXT. SCAMANDER RIVER - DAWN","sac_chute_troie","Sac et chute de Troie","Adaptation CinÃ©ma","","Cycle Troyen / Virgile Eneide II / Euripide","reprise post-iliadique, deplacement ou invention contradictoire","haute","match: sac de Troie|chute de Troie|Troie tombe|burns|br[uû]le|incendie|ville|cit[ée]|Pergame"
